,filename,class
322,E:\TFG\model_src\dataset\0\276730315398042884655755727752304824321_m0a00i.png,0
323,E:\TFG\model_src\dataset\0\208601691626838599247558005171435092314_7z0p48.png,2
324,E:\TFG\model_src\dataset\11\111464857410365358096573841584677823677_9x261d.png,1
325,E:\TFG\model_src\dataset\0\234847479921489714443660707689181217615_vzjwnd.png,0
326,E:\TFG\model_src\dataset\0\20106597101658419596343083364084801703_snqojr.png,2
327,E:\TFG\model_src\dataset\11\223960927523539440333361059985012119883_udyvfs.png,1
328,E:\TFG\model_src\dataset\0\116340296809596241635781029020996959624_5rmsi1.png,0
329,E:\TFG\model_src\dataset\0\19510627906768332506184633323045973269_mfzfdy.png,2
330,E:\TFG\model_src\dataset\11\270138921412476690817370695647490089655_px3noe.png,1
331,E:\TFG\model_src\dataset\0\111806242776045675817521296985724989599_ici8cn.png,0
332,E:\TFG\model_src\dataset\0\215743028198422530313520649650242647584_g59ow2.png,2
333,E:\TFG\model_src\dataset\11\109808755053159245871301095985275587397_0tiabj.png,1
334,E:\TFG\model_src\dataset\0\280044953632140207008341026894753369572_tgjqya.png,0
335,E:\TFG\model_src\dataset\0\95707395722068271200818957258222229158_fqoqel.png,2
336,D:\TFG - Álvaro\data\12\190829280276907284648731626929987339565_e8fliq.png,1
337,E:\TFG\model_src\dataset\0\126843190386748489564832477074082763625_3x2s0m.png,0
338,E:\TFG\model_src\dataset\0\241495910721449661714773752906843432485_py3ois.png,2
339,D:\TFG - Álvaro\data\12\280690875380663213468889164141002037945_8kr7al.png,1
340,E:\TFG\model_src\dataset\0\170430301401778492239969290002586124832_q0prhx.png,0
341,E:\TFG\model_src\dataset\0\195931794629461769975872948426224237073_vi6ky9.png,2
342,D:\TFG - Álvaro\data\12\216840111366964013575787468332013015112735247_02-010-165.png,1
343,E:\TFG\model_src\dataset\0\67456269465673300555624643669263658752_7i7kje.png,0
344,E:\TFG\model_src\dataset\0\303895593947052911416998205603088228702_2xagfh.png,2
345,D:\TFG - Álvaro\data\12\216840111366964013402131755672012185123228106_02-098-155.png,1
346,E:\TFG\model_src\dataset\0\163990977153422026301903320805632535488_a7p35b.png,0
347,E:\TFG\model_src\dataset\0\331174141037189743118244145910185821628_28l9gr.png,2
348,D:\TFG - Álvaro\data\12\216840111366964013686042548532013239105209982_02-000-039.png,1
349,E:\TFG\model_src\dataset\0\247838920193307905492713009580138541565_8xy906.png,0
350,E:\TFG\model_src\dataset\0\149869698076903420965553365056980475515_snqfr3.png,2
351,D:\TFG - Álvaro\data\12\216840111366964013686042548532013211120020126_02-000-087.png,1
352,E:\TFG\model_src\dataset\0\229831763088897874160999758501066239535_igjc5n.png,0
353,E:\TFG\model_src\dataset\0\280301216830593385807572486653843026883_-l204c.png,2
354,D:\TFG - Álvaro\data\12\216840111366964013686042548532013217130542783_02-000-146.png,1
355,E:\TFG\model_src\dataset\0\238783516153768977156231365977451890081_saos97.png,0
356,E:\TFG\model_src\dataset\0\237247938336704858693445296252078510912_xzedes.png,2
357,D:\TFG - Álvaro\data\12\216840111366964013686042548532013212131815135_02-000-060.png,1
358,E:\TFG\model_src\dataset\0\1753917273994229888736558394902465555_42owns.png,0
359,E:\TFG\model_src\dataset\0\13810126644517232204874347938712544002_7pn6rw.png,2
360,D:\TFG - Álvaro\data\12\216840111366964013686042548532013221094406052_02-000-159.png,1
361,E:\TFG\model_src\dataset\0\135797253136935646169905958332353538621_tf32nw.png,0
362,E:\TFG\model_src\dataset\0\85069281774391405586820015499225826700_fqfhrm.png,2
363,D:\TFG - Álvaro\data\12\12752243479320242084036_02-012-160.png,1
364,E:\TFG\model_src\dataset\0\103693917093872830847809526276065588596_q5hqnk.png,0
365,E:\TFG\model_src\dataset\0\279674979769881462370146595951942792604_cnctkx.png,2
366,D:\TFG - Álvaro\data\12\216840111366964013534861372972012354114747957_02-012-157.png,1
367,E:\TFG\model_src\dataset\0\314996949940517834540686434644398240453_v83vhp.png,0
368,E:\TFG\model_src\dataset\0\290378014324743690726243451941008521808_ljww84.png,2
369,D:\TFG - Álvaro\data\12\216840111366964013686042548532013157111651310_02-104-192.png,1
370,E:\TFG\model_src\dataset\0\325593548875321104087358194668207205673_ag3cpc.png,0
371,E:\TFG\model_src\dataset\0\196975433926003505480576017833694292809_jw6781.png,2
372,D:\TFG - Álvaro\data\12\216840111366964013686042548532013169133300446_02-028-000.png,1
373,E:\TFG\model_src\dataset\0\106783202923995569721760983693544650484_yz9hzu.png,0
374,E:\TFG\model_src\dataset\0\67510613616791441499979511172778601506_laoq2p.png,2
375,D:\TFG - Álvaro\data\12\216840111366964013686042548532013211090331123_02-028-082.png,1
376,E:\TFG\model_src\dataset\0\14096134166609969651057165080556005947_tycfyg.png,0
377,E:\TFG\model_src\dataset\0\231588554475076428605839801753745058684_oynavm.png,2
378,D:\TFG - Álvaro\data\12\216840111366964013686042548532013211091607223_02-028-008.png,1
379,E:\TFG\model_src\dataset\0\120633482677551906677235627350935112686_stgiy7.png,0
380,E:\TFG\model_src\dataset\0\142381879405619782415454034606923350126_s0rasn.png,2
381,D:\TFG - Álvaro\data\12\216840111366964013686042548532013203095025486_02-026-001.png,1
382,E:\TFG\model_src\dataset\0\133810455908662857322301056725783437765_awdzfy.png,0
383,E:\TFG\model_src\dataset\0\161664981614751505860813132847572796279_c8vu1x.png,2
384,D:\TFG - Álvaro\data\13\216840111366964013686042548532013189095559443_02-026-060.png,1
385,E:\TFG\model_src\dataset\0\295060270617858212538753812452175427752_9sz58i.png,0
386,E:\TFG\model_src\dataset\0\169681039655615156006222682944916404258_n39s7r.png,2
387,D:\TFG - Álvaro\data\13\216840111366964013686042548532013155091257669_02-026-033.png,1
388,E:\TFG\model_src\dataset\0\274264632657332311030583859544793753621_2d46dr.png,0
389,E:\TFG\model_src\dataset\0\233799202783681522784324925395393620180_fm5x8b.png,2
390,D:\TFG - Álvaro\data\13\216840111366964013686042548532013190102246655_02-033-176.png,1
391,E:\TFG\model_src\dataset\0\110519052386194207164409449747965117000_7beyfs.png,0
392,E:\TFG\model_src\dataset\0\138375267606355825520453662249077520599_pvpemm.png,2
393,D:\TFG - Álvaro\data\13\216840111366964013686042548532013203143022866_02-033-070.png,1
394,E:\TFG\model_src\dataset\0\26794865525174289406855403023963853399_jf1e75.png,0
395,E:\TFG\model_src\dataset\0\280786246155162722748382722207479452315_od701o.png,2
396,D:\TFG - Álvaro\data\13\216840111366964013686042548532013204115534737_02-033-037.png,1
397,E:\TFG\model_src\dataset\0\15686692976738192701599515985506061492_j95xlw.png,0
398,E:\TFG\model_src\dataset\0\183738202140091190891389171503176288273_d7sq46.png,2
399,D:\TFG - Álvaro\data\13\216840111366964013686042548532013207094847899_02-033-098.png,1
400,E:\TFG\model_src\dataset\0\214826083438705078602975790787452847096_3knshi.png,0
401,E:\TFG\model_src\dataset\0\255840939215845269279883792718043285993_ubsbe9.png,2
402,D:\TFG - Álvaro\data\13\216840111366964013686042548532013205142549795_02-033-021.png,1
403,E:\TFG\model_src\dataset\0\120881181730809470602920639533692287384_hf6jra.png,0
404,E:\TFG\model_src\dataset\0\274462040520563719326151670752255394942_v2vn36.png,2
405,D:\TFG - Álvaro\data\13\216840111366964013686042548532013193104315700_02-033-046.png,1
406,E:\TFG\model_src\dataset\0\312258333552108909449988192219789451713_mz3jcv.png,0
407,E:\TFG\model_src\dataset\0\117751533260547221148124617309012759602_wrvl2n.png,2
408,D:\TFG - Álvaro\data\13\216840111366964013534861372972012339115530308_02-113-078.png,1
409,E:\TFG\model_src\dataset\0\115435769877083882302553419156008063641_ea1e3b.png,0
410,E:\TFG\model_src\dataset\0\86169253081844573076453448943570921253_n9r0ih.png,2
411,D:\TFG - Álvaro\data\13\216840111366964013575787468332013023123854692_02-047-075.png,1
412,E:\TFG\model_src\dataset\0\54218001614466715422708396856641910668_cikdmf.png,0
413,E:\TFG\model_src\dataset\0\192314366310084475318557258239725336952_rq3zhz.png,2
414,D:\TFG - Álvaro\data\13\216840111366964013663026955732013112140444758_02-076-008.png,1
415,E:\TFG\model_src\dataset\0\287857034746373808965534733765034494469_airfcz.png,0
416,E:\TFG\model_src\dataset\0\31167129422760020834720402206231397119_ewp492.png,2
417,D:\TFG - Álvaro\data\13\12752243479320242391539_02-082-004.png,1
418,E:\TFG\model_src\dataset\0\140371563658388052311790306359349920526_u0azv2.png,0
419,E:\TFG\model_src\dataset\0\208802631929701180993022603650717899386_61dp5s.png,2
420,D:\TFG - Álvaro\data\13\216840111366964013686042548532013288115210938_02-082-048.png,1
421,E:\TFG\model_src\dataset\0\103574310820693730468564151594522745265_dbnx1p.png,0
422,E:\TFG\model_src\dataset\0\16825835762747333164726874831798780102_r8u98n.png,2
423,D:\TFG - Álvaro\data\13\216840111366964013590140476722013025131804269_02-008-154.png,1
424,E:\TFG\model_src\dataset\0\335716052105158669264471631052865622101_2_d9d6kk.png,0
425,E:\TFG\model_src\dataset\0\189033869521633811791971789157738849510_yfcs6b.png,2
426,D:\TFG - Álvaro\data\13\216840111366964013575787468332013011135659026_02-008-109.png,1
427,E:\TFG\model_src\dataset\0\31957428029954865304650329294719739850_9ekdib.png,0
428,E:\TFG\model_src\dataset\0\130754088990826661740836776993530332040_6a3ixq.png,2
429,D:\TFG - Álvaro\data\13\216840111366964013686042548532013277083225059_02-080-058.png,1
430,E:\TFG\model_src\dataset\0\136166641026343117685418819972556374744_2jbiww.png,0
431,E:\TFG\model_src\dataset\0\186211658546104859697626461579783235872_2utatl.png,2
432,D:\TFG - Álvaro\data\13\216840111366964013686042548532013294104723145_02-080-014.png,1
433,E:\TFG\model_src\dataset\0\121583465500570295421501218526050926923_amd3cr.png,0
434,E:\TFG\model_src\dataset\0\313449709718187306315515049339906379856_i5qnf5.png,2
435,D:\TFG - Álvaro\data\13\216840111366964013663026955732013119090624137_02-040-142.png,1
436,E:\TFG\model_src\dataset\0\109155552836142728349220990120495680835_t996ph.png,0
437,E:\TFG\model_src\dataset\0\125457435219201461092262970690958194079_k19hoy.png,2
438,D:\TFG - Álvaro\data\13\216840111366964013663026955732013122095801356_02-040-124.png,1
439,E:\TFG\model_src\dataset\0\290816616782221078148532720129372461343_u9ddoi.png,0
440,E:\TFG\model_src\dataset\0\153101494463713970530658305764516867034_2_fuomi9.png,2
441,D:\TFG - Álvaro\data\13\216840111366964012558082906712010015085334385_02-128-038.png,1
442,E:\TFG\model_src\dataset\0\324319357987485948342064713373219301374_4xzq6x.png,0
443,E:\TFG\model_src\dataset\0\265788045215725196289679767977018955870_kasrth.png,2
444,D:\TFG - Álvaro\data\13\216840111366964013663026955732013128133630652_02-036-037.png,1
445,E:\TFG\model_src\dataset\0\131245254841511017957915714330587870207_jlxvk5.png,0
446,E:\TFG\model_src\dataset\0\338805929014045825546677938822620051488_ro5lqe.png,2
447,D:\TFG - Álvaro\data\13\216840111366964013663026955732013128092453966_02-036-177.png,1
448,E:\TFG\model_src\dataset\0\159068920744014579732054248805200438850_et4fpq.png,0
449,E:\TFG\model_src\dataset\0\301849712574869489675338495049490202095_r26e01.png,2
450,D:\TFG - Álvaro\data\13\216840111366964013686042548532013225133743580_02-002-010.png,1
451,E:\TFG\model_src\dataset\0\264850984196768431768478158752438381227_nxtfdb.png,0
452,E:\TFG\model_src\dataset\0\44320321973808061715042513349326010731_gyuftk.png,2
453,D:\TFG - Álvaro\data\14\216840111366964013686042548532013263140937157_02-020-051.png,1
454,E:\TFG\model_src\dataset\0\42731148699722271773860776581443773397_vz44u7.png,0
455,E:\TFG\model_src\dataset\0\21266572053519627422404491937360784299_5b4juc.png,2
456,D:\TFG - Álvaro\data\14\216840111366964013686042548532013268105422846_02-020-077.png,1
457,E:\TFG\model_src\dataset\0\29776696218515980902287908064439351470_de509n.png,0
458,E:\TFG\model_src\dataset\0\264217090918162303235455598363696569302_dgvl3s.png,2
459,D:\TFG - Álvaro\data\14\216840111366964013686042548532013226133847227_02-001-183.png,1
460,E:\TFG\model_src\dataset\0\193798766421977262665136124311708141245_tandql.png,0
461,E:\TFG\model_src\dataset\0\241440014346385103396286852995516878971_nlp59t.png,2
462,D:\TFG - Álvaro\data\14\216840111366964013686042548532013218135504127_02-001-162.png,1
463,E:\TFG\model_src\dataset\0\125514454512008724012593768693466003518_qtgfig.png,0
464,E:\TFG\model_src\dataset\0\241440014346385103396286852995516878971_nlp59v.png,2
465,D:\TFG - Álvaro\data\14\216840111366964013686042548532013239132356490_02-085-058.png,1
466,E:\TFG\model_src\dataset\0\6810211655893064695555157316210481137_ljor1h.png,0
467,E:\TFG\model_src\dataset\0\287880795047317818398238224975488207965_dr5wfj.png,2
468,D:\TFG - Álvaro\data\14\216840111366964013590140476722013050141331175_02-069-085.png,1
469,E:\TFG\model_src\dataset\0\249477080920546225827245735202039462722_ck6dja.png,0
470,E:\TFG\model_src\dataset\0\147550603944794637833520986833698245442_reuqrw.png,2
471,D:\TFG - Álvaro\data\14\216840111366964013590140476722013043115335558_02-066-032.png,1
472,E:\TFG\model_src\dataset\0\237198192749976081902285393731543694323_hhnsck.png,0
473,E:\TFG\model_src\dataset\0\198128767781120980944971538319789797500_g549p0.png,2
474,D:\TFG - Álvaro\data\14\216840111366964013590140476722013058100827939_02-066-160.png,1
475,E:\TFG\model_src\dataset\0\19561653869349573322942924898917482282_iw7yhq.png,0
476,E:\TFG\model_src\dataset\0\147130162001881270838910566173191885957_e4abbt.png,2
477,D:\TFG - Álvaro\data\14\216840111366964013534861372972012333135934483_02-039-110.png,1
478,E:\TFG\model_src\dataset\0\326757620495733366707854856525195179736_2_bb2yiw.png,0
479,E:\TFG\model_src\dataset\0\286477242304514718750486112711955337864_8mnekz.png,2
480,D:\TFG - Álvaro\data\14\216840111366964013686042548532013191121628522_02-107-011.png,1
481,E:\TFG\model_src\dataset\0\182214620441455231452265201274793036715_68fpgd.png,0
482,E:\TFG\model_src\dataset\0\232078186596789900482749079261268939828_xrbzkr.png,2
483,D:\TFG - Álvaro\data\14\216840111366964013829543166512013303135726615_02-107-100.png,1
484,E:\TFG\model_src\dataset\0\188627314351498178666518971360904019313_xc9q8e.png,0
485,E:\TFG\model_src\dataset\0\90958564497896870508582761875817477582_8f8umk.png,2
486,D:\TFG - Álvaro\data\14\216840111366964013829543166512013304100906967_02-107-103.png,1
487,E:\TFG\model_src\dataset\0\212846840264305466628793488313595881431_gw0cbx.png,0
488,E:\TFG\model_src\dataset\0\95166759715351284246024276245978040214_w5odug.png,2
489,D:\TFG - Álvaro\data\14\216840111366964013829543166512013304135703669_02-107-068.png,1
490,E:\TFG\model_src\dataset\0\50144026455799953935962459299287199463_hfjewn.png,0
491,E:\TFG\model_src\dataset\0\15934755428865487257203810687284352960_fon8ng.png,2
492,D:\TFG - Álvaro\data\14\216840111366964013829543166512013311085318353_02-107-113.png,1
493,E:\TFG\model_src\dataset\0\326104235921562785862690086059390065688_v9fvf3.png,0
494,E:\TFG\model_src\dataset\0\15477698873707378543785343746252386772_epscwi.png,2
495,D:\TFG - Álvaro\data\14\216840111366964013829543166512013308134212402_02-107-019.png,1
496,E:\TFG\model_src\dataset\0\275141912861273967941575707061347549639_kv0nbh.png,0
497,E:\TFG\model_src\dataset\0\199801849742982249397801231239677747822_oyxnap.png,2
498,D:\TFG - Álvaro\data\14\216840111366964013534861372972012349123818184_02-053-190.png,1
499,E:\TFG\model_src\dataset\0\42532905691772565136947674464777958595_ps40s2.png,0
500,E:\TFG\model_src\dataset\0\92521289586769005593471300862520572937_5zhuh6.png,2
501,D:\TFG - Álvaro\data\14\216840111366964013590140476722013085130922108_02-035-173.png,1
502,E:\TFG\model_src\dataset\0\203789002165596537116833612453698539888_7i8icv.png,0
503,E:\TFG\model_src\dataset\0\71256527529612030399949598615146554658_t4i8mz.png,2
504,D:\TFG - Álvaro\data\14\216840111366964013686042548532013147092807966_02-035-066.png,1
505,E:\TFG\model_src\dataset\0\111880579135097755851123460995130725311_a2dnfb.png,0
506,E:\TFG\model_src\dataset\0\214135487073337462236941901161765659816_4wsg09.png,2
507,D:\TFG - Álvaro\data\14\216840111366964013686042548532013135101842831_02-035-050.png,1
508,E:\TFG\model_src\dataset\0\133328188878965499414034893176612785907_733noo.png,0
509,E:\TFG\model_src\dataset\0\197497201922735951148287302734856568291_9d4gg0.png,2
510,D:\TFG - Álvaro\data\14\216840111366964013686042548532013143102443677_02-035-108.png,1
511,E:\TFG\model_src\dataset\0\49570202739892257964214319334945837995_6kosp6.png,0
512,E:\TFG\model_src\dataset\0\28810932578208115809995960565223195613_7m2ckj.png,2
513,D:\TFG - Álvaro\data\14\216840111366964013686042548532013267131212503_02-017-198.png,1
514,E:\TFG\model_src\dataset\0\294178256455935802676113613382857493083_iu244u.png,0
515,E:\TFG\model_src\dataset\0\120231173062802189604839249335841998241_y6fx69.png,2
516,D:\TFG - Álvaro\data\14\216840111366964013686042548532013256101225163_02-017-112.png,1
517,E:\TFG\model_src\dataset\0\270447654112915816721866061896165046340_asbtf9.png,0
518,E:\TFG\model_src\dataset\0\5872056328278966652124252439306848171_fbcmpa.png,2
519,D:\TFG - Álvaro\data\14\216840111366964013686042548532013269142404413_02-083-020.png,1
520,E:\TFG\model_src\dataset\0\284976545026197627778597586615913688030_c9gu2h.png,0
521,E:\TFG\model_src\dataset\0\203150311405777932841611162340787956349_o0hqdg.png,2
522,D:\TFG - Álvaro\data\14\216840111366964013590140476722013073090116490_02-050-024.png,1
523,E:\TFG\model_src\dataset\0\37778389450576536945794468040414320547_ixf2hm.png,0
524,E:\TFG\model_src\dataset\0\116070670534865100071023011070932094542_2rq7qk.png,2
525,D:\TFG - Álvaro\data\14\216840111366964013686042548532013224125343793_02-004-082.png,1
526,E:\TFG\model_src\dataset\0\131398913643999824833404730811257479104_8qkeyp.png,0
